12.107,5.0436,4.7282,4.6261,4.5801,4.5563,4.5417,4.5315,4.5236,4.5171,4.5115,4.5068,4.5027,4.4991,4.496,4.4933,4.4909,4.4888,4.4872,4.486,4.4854,4.4851,4.4851,4.4852,4.4852,4.4851,4.4849,4.4846,4.4842,4.4838,4.4834,4.483,4.4826,4.4823,4.482,4.4817,4.4815,4.4813,4.4811,4.481,4.4809,4.4809,4.4808,4.4808,4.4808,4.4809,4.4809,4.481,4.4811,4.4812,4.4813,4.4814,4.4815,4.4816,4.4818,4.4819,4.482,4.4821,4.4822,4.4824,4.4825,4.4826,4.4826,4.4827,4.4828,4.4829,4.4829,4.4829,4.483,4.483,4.483,4.4829,4.4829,4.4828,4.4828,4.4827,4.4826,4.4825,4.4823,4.4822,4.482,4.4819,4.4817,4.4815,4.4813,4.4811,4.4809,4.4807,4.4805,4.4804,4.4802,4.4801,4.48,4.48,4.48,4.48,4.4801,4.4802,4.4803,4.4805,4.4808,4.481,4.4813,4.4817,4.482,4.4824,4.4828,4.4833,4.4837,4.4842,4.4846,4.4851,4.4857,4.4862,4.4868,4.4874,4.4881,4.4888,4.4896,4.4904,4.4913,4.4922,4.4932,4.4942,4.4953,4.4964,4.4976,4.4988,4.5,4.5013,4.5026,4.5039,4.5052,4.5066,4.508,4.5094,4.5108,4.5122,4.5137,4.5151,4.5165,4.518,4.5194,4.5209,4.5223,4.5237,4.5252,4.5266,4.528,4.5294,4.5307,4.5321,4.5334,4.5348,4.5361,4.5374,4.5387,4.5399,4.5412,4.5424,4.5436,4.5448,4.546,4.5472,4.5483,4.5494,4.5505,4.5516,4.5527,4.5537,4.5547,4.5557,4.5567,4.5577,4.5586,4.5596,4.5605,4.5614,4.5622,4.5631,4.5639,4.5648,4.5656,4.5664,4.5672,4.5679,4.5687,4.5694,4.5701,4.5709,4.5716,4.5722,4.5729,4.5736,4.5742,4.5749,4.5755,4.5761,4.5768,4.5774
15.769,4.942,4.7001,4.6248,4.572,4.5498,4.5417,4.5383,4.5346,4.5302,4.5261,4.5231,4.5211,4.5202,4.52,4.5205,4.5214,4.5227,4.5242,4.526,4.5278,4.5298,4.5318,4.534,4.5362,4.5385,4.5409,4.5434,4.5461,4.5489,4.5518,4.555,4.5584,4.5621,4.5662,4.5706,4.5753,4.5806,4.5863,4.5926,4.5995,4.607,4.6152,4.6241,4.6339,4.6445,4.6559,4.6683,4.6817,4.6961,4.7115,4.728,4.7456,4.7643,4.784,4.8049,4.8269,4.85,4.8741,4.8992,4.9252,4.9522,4.98,5.0086,5.0379,5.0679,5.0984,5.1293,5.1607,5.1924,5.2243,5.2564,5.2886,5.3208,5.353,5.3852,5.4173,5.4492,5.481,5.5125,5.5438,5.5749,5.6058,5.6363,5.6666,5.6966,5.7263,5.7557,5.7848,5.8137,5.8422,5.8704,5.8982,5.9258,5.953,5.9799,6.0065,6.0327,6.0585,6.084,6.1091,6.1338,6.1581,6.1819,6.2054,6.2284,6.251,6.2731,6.2947,6.3158,6.3364,6.3565,6.376,6.3951,6.4135,6.4314,6.4488,6.4656,6.4818,6.4974,6.5124,6.5268,6.5407,6.554,6.5667,6.5788,6.5903,6.6012,6.6116,6.6214,6.6307,6.6394,6.6476,6.6553,6.6624,6.6691,6.6753,6.681,6.6862,6.691,6.6954,6.6994,6.703,6.7062,6.7091,6.7116,6.7139,6.7159,6.7176,6.7191,6.7204,6.7215,6.7225,6.7234,6.7243,6.7251,6.726,6.727,6.7281,6.7294,6.7309,6.7328,6.735,6.7377,6.741,6.7448,6.7493,6.7545,6.7606,6.7675,6.7755,6.7845,6.7946,6.8059,6.8184,6.8322,6.8472,6.8635,6.8811,6.8998,6.9196,6.9403,6.9617,6.9835,7.0054,7.027,7.0478,7.0673,7.0851,7.1007,7.1137,7.1235,7.1301,7.1331,7.1324,7.1282,7.1204,7.1093,7.095,7.0779
10.914,5.1576,4.7539,4.6333,4.5782,4.5539,4.5397,4.5301,4.5233,4.5182,4.5143,4.5112,4.5084,4.5057,4.5029,4.5005,4.4987,4.4971,4.4952,4.4932,4.4915,4.4901,4.4891,4.4884,4.4879,4.4875,4.4873,4.4871,4.487,4.487,4.4869,4.4869,4.4869,4.487,4.487,4.4871,4.4872,4.4873,4.4874,4.4876,4.4878,4.4881,4.4883,4.4887,4.489,4.4895,4.4899,4.4904,4.4909,4.4915,4.4922,4.4928,4.4935,4.4943,4.4951,4.4959,4.4968,4.4977,4.4986,4.4996,4.5005,4.5015,4.5025,4.5035,4.5046,4.5056,4.5066,4.5076,4.5086,4.5095,4.5104,4.5113,4.5122,4.513,4.5138,4.5146,4.5154,4.5161,4.5168,4.5175,4.5182,4.5189,4.5196,4.5202,4.5209,4.5216,4.5223,4.523,4.5238,4.5245,4.5252,4.526,4.5267,4.5274,4.5282,4.5289,4.5296,4.5303,4.531,4.5317,4.5323,4.533,4.5336,4.5341,4.5347,4.5352,4.5357,4.5362,4.5366,4.537,4.5374,4.5377,4.538,4.5382,4.5385,4.5387,4.5388,4.5389,4.539,4.5391,4.5392,4.5392,4.5391,4.5391,4.539,4.5389,4.5388,4.5387,4.5385,4.5383,4.5381,4.5379,4.5376,4.5374,4.5371,4.5368,4.5365,4.5361,4.5358,4.5354,4.535,4.5346,4.5342,4.5338,4.5334,4.5329,4.5325,4.532,4.5315,4.531,4.5305,4.53,4.5295,4.5289,4.5284,4.5279,4.5273,4.5267,4.5262,4.5256,4.525,4.5244,4.5238,4.5232,4.5226,4.522,4.5214,4.5208,4.5202,4.5196,4.519,4.5184,4.5178,4.5172,4.5166,4.516,4.5154,4.5148,4.5142,4.5136,4.513,4.5124,4.5118,4.5113,4.5107,4.5101,4.5096,4.509,4.5085,4.5079,4.5074,4.5069,4.5063,4.5058,4.5053,4.5048,4.5043,4.5038,4.5033,4.5028
15.341,5.2625,4.9899,4.7588,4.6361,4.5891,4.5661,4.5512,4.5401,4.5314,4.5246,4.5195,4.5157,4.5129,4.5111,4.5099,4.5093,4.5093,4.5097,4.5105,4.5118,4.5133,4.5151,4.5171,4.5192,4.5212,4.5231,4.5249,4.5263,4.5274,4.528,4.5283,4.5281,4.5276,4.5269,4.526,4.525,4.524,4.5231,4.5222,4.5213,4.5205,4.5198,4.5191,4.5184,4.5178,4.5171,4.5164,4.5158,4.5151,4.5144,4.5137,4.5131,4.5124,4.5117,4.511,4.5103,4.5096,4.509,4.5083,4.5077,4.507,4.5064,4.5059,4.5053,4.5048,4.5043,4.5038,4.5033,4.5029,4.5024,4.502,4.5017,4.5013,4.501,4.5007,4.5004,4.5001,4.4998,4.4996,4.4994,4.4992,4.499,4.4988,4.4986,4.4985,4.4984,4.4982,4.4981,4.498,4.4979,4.4978,4.4977,4.4976,4.4976,4.4975,4.4974,4.4974,4.4973,4.4973,4.4972,4.4972,4.4972,4.4971,4.4971,4.4971,4.497,4.497,4.497,4.497,4.497,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.4969,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.4971,4.4971,4.4971,4.4971,4.497,4.497,4.497,4.497,4.497,4.497,4.4969,4.4969,4.4968,4.4968,4.4967,4.4966,4.4965,4.4964,4.4963,4.4962,4.496,4.4959,4.4957,4.4955,4.4953,4.4951,4.4948,4.4946,4.4943,4.494,4.4937,4.4934,4.4931,4.4928,4.4925,4.4922,4.4919,4.4915,4.4912,4.491,4.4907,4.4904,4.4901,4.4899,4.4896,4.4894,4.4891,4.4889,4.4887,4.4885,4.4884,4.4882,4.488,4.4879
13.858,4.8746,4.6488,4.5712,4.5364,4.5169,4.5041,4.4946,4.4872,4.4811,4.4759,4.4716,4.4678,4.4647,4.462,4.4597,4.4578,4.4561,4.4549,4.4542,4.4544,4.4559,4.4593,4.4646,4.4715,4.4794,4.487,4.4932,4.4971,4.4989,4.499,4.498,4.4966,4.4952,4.4939,4.4928,4.4919,4.4913,4.491,4.491,4.4911,4.4914,4.4919,4.4924,4.493,4.4937,4.4945,4.4953,4.4961,4.497,4.498,4.499,4.5,4.5011,4.5022,4.5034,4.5046,4.5058,4.507,4.5082,4.5095,4.5107,4.5119,4.5132,4.5144,4.5156,4.5168,4.518,4.5192,4.5204,4.5215,4.5227,4.5239,4.525,4.5262,4.5273,4.5285,4.5296,4.5308,4.532,4.5331,4.5343,4.5354,4.5366,4.5378,4.5389,4.5401,4.5413,4.5424,4.5436,4.5447,4.5458,4.547,4.5481,4.5491,4.5502,4.5513,4.5523,4.5532,4.5542,4.5551,4.556,4.5568,4.5576,4.5583,4.559,4.5596,4.5603,4.5608,4.5614,4.5619,4.5624,4.5628,4.5633,4.5638,4.5643,4.5649,4.5655,4.5661,4.5668,4.5676,4.5684,4.5694,4.5703,4.5713,4.5724,4.5735,4.5747,4.5759,4.5771,4.5784,4.5796,4.5809,4.5822,4.5836,4.5849,4.5862,4.5876,4.589,4.5904,4.5918,4.5933,4.5947,4.5963,4.5978,4.5994,4.6011,4.6028,4.6045,4.6064,4.6083,4.6102,4.6123,4.6144,4.6166,4.6189,4.6213,4.6238,4.6264,4.6291,4.632,4.6349,4.638,4.6412,4.6445,4.648,4.6516,4.6553,4.6592,4.6632,4.6674,4.6716,4.6761,4.6806,4.6853,4.6901,4.6951,4.7002,4.7054,4.7107,4.7161,4.7217,4.7274,4.7332,4.7391,4.745,4.7511,4.7573,4.7636,4.77,4.7764,4.783,4.7896,4.7963,4.8031,4.81,4.8169,4.8239,4.8309,4.838
14.209,5.2518,5.0111,4.8447,4.7513,4.7128,4.6887,4.6716,4.6586,4.648,4.6392,4.6313,4.6239,4.616,4.6069,4.5954,4.5809,4.5641,4.5475,4.5333,4.5219,4.5128,4.505,4.4982,4.4921,4.4865,4.4816,4.4772,4.4734,4.4701,4.4674,4.465,4.4629,4.4612,4.4597,4.4584,4.4572,4.4561,4.4551,4.4542,4.4534,4.4526,4.4518,4.4511,4.4504,4.4498,4.4492,4.4487,4.4482,4.4478,4.4474,4.447,4.4467,4.4465,4.4463,4.4461,4.446,4.4459,4.4458,4.4458,4.4458,4.4459,4.446,4.446,4.4461,4.4462,4.4463,4.4464,4.4465,4.4466,4.4467,4.4467,4.4468,4.4468,4.4468,4.4468,4.4468,4.4467,4.4467,4.4466,4.4466,4.4465,4.4464,4.4462,4.4461,4.446,4.4458,4.4457,4.4455,4.4454,4.4452,4.445,4.4448,4.4447,4.4445,4.4443,4.4441,4.4439,4.4438,4.4436,4.4434,4.4433,4.4431,4.4429,4.4428,4.4427,4.4425,4.4424,4.4423,4.4421,4.442,4.4419,4.4418,4.4417,4.4416,4.4416,4.4415,4.4414,4.4413,4.4413,4.4412,4.4412,4.4412,4.4411,4.4411,4.4411,4.441,4.441,4.441,4.441,4.441,4.441,4.441,4.4411,4.4411,4.4411,4.4411,4.4412,4.4412,4.4413,4.4413,4.4414,4.4414,4.4415,4.4416,4.4416,4.4417,4.4418,4.4419,4.442,4.4421,4.4422,4.4423,4.4424,4.4425,4.4426,4.4427,4.4428,4.443,4.4431,4.4432,4.4434,4.4435,4.4437,4.4438,4.444,4.4441,4.4443,4.4445,4.4446,4.4448,4.445,4.4452,4.4453,4.4455,4.4457,4.4459,4.4461,4.4463,4.4465,4.4467,4.4469,4.4471,4.4474,4.4476,4.4478,4.448,4.4483,4.4485,4.4487,4.4489,4.4492,4.4494,4.4497,4.4499,4.4502,4.4504,4.4507,4.4509,4.4512
15.927,5.1085,4.6811,4.5991,4.5575,4.5319,4.5167,4.5068,4.4996,4.4938,4.4886,4.484,4.4798,4.4763,4.4733,4.4707,4.468,4.4652,4.4625,4.4599,4.4576,4.4555,4.4536,4.452,4.4506,4.4494,4.4485,4.4478,4.4473,4.447,4.4468,4.4468,4.4469,4.447,4.4473,4.4476,4.448,4.4484,4.4488,4.4493,4.4497,4.4502,4.4507,4.4512,4.4517,4.4522,4.4526,4.4531,4.4536,4.4541,4.4545,4.455,4.4555,4.4559,4.4564,4.4569,4.4574,4.4579,4.4585,4.459,4.4595,4.4601,4.4607,4.4613,4.4619,4.4625,4.4631,4.4637,4.4644,4.4651,4.4657,4.4664,4.4671,4.4678,4.4685,4.4692,4.4699,4.4706,4.4713,4.472,4.4727,4.4734,4.4741,4.4748,4.4755,4.4762,4.4769,4.4776,4.4783,4.4791,4.4798,4.4805,4.4812,4.4819,4.4827,4.4834,4.4841,4.4849,4.4856,4.4863,4.4871,4.4878,4.4885,4.4893,4.49,4.4907,4.4915,4.4922,4.493,4.4937,4.4944,4.4951,4.4959,4.4966,4.4974,4.4981,4.4989,4.4996,4.5004,4.5012,4.5021,4.5029,4.5038,4.5048,4.5058,4.5068,4.5079,4.5091,4.5103,4.5116,4.5129,4.5144,4.5159,4.5175,4.5192,4.5211,4.523,4.525,4.5271,4.5293,4.5316,4.5341,4.5366,4.5392,4.542,4.5448,4.5478,4.5508,4.5539,4.5571,4.5604,4.5637,4.5672,4.5707,4.5742,4.5778,4.5815,4.5852,4.5889,4.5927,4.5965,4.6003,4.6042,4.608,4.6119,4.6157,4.6196,4.6234,4.6273,4.6311,4.6349,4.6387,4.6425,4.6463,4.6501,4.6538,4.6575,4.6612,4.6649,4.6686,4.6722,4.6758,4.6794,4.6829,4.6864,4.6899,4.6934,4.6968,4.7002,4.7036,4.707,4.7104,4.7137,4.717,4.7202,4.7235,4.7267,4.7299,4.7331,4.7363
10.21,4.9035,4.7275,4.6891,4.6629,4.6433,4.6276,4.6153,4.6061,4.5992,4.5939,4.5895,4.5857,4.5822,4.5788,4.5753,4.5716,4.5678,4.5638,4.5598,4.5558,4.5518,4.5481,4.5445,4.5412,4.5383,4.5357,4.5334,4.5315,4.53,4.5287,4.5278,4.5271,4.5265,4.5262,4.5259,4.5257,4.5255,4.5252,4.5249,4.5245,4.524,4.5233,4.5225,4.5216,4.5206,4.5194,4.5182,4.5169,4.5156,4.5143,4.5129,4.5115,4.5102,4.5089,4.5076,4.5064,4.5052,4.504,4.5029,4.5018,4.5008,4.4998,4.4989,4.498,4.4971,4.4963,4.4955,4.4948,4.494,4.4934,4.4927,4.4921,4.4915,4.4909,4.4903,4.4898,4.4893,4.4888,4.4883,4.4878,4.4873,4.4868,4.4864,4.4859,4.4854,4.485,4.4845,4.484,4.4835,4.483,4.4825,4.4819,4.4814,4.4808,4.4803,4.4797,4.4791,4.4785,4.4778,4.4772,4.4766,4.4759,4.4753,4.4747,4.4741,4.4735,4.473,4.4725,4.472,4.4715,4.4711,4.4707,4.4704,4.47,4.4697,4.4695,4.4692,4.469,4.4688,4.4686,4.4684,4.4682,4.4681,4.4679,4.4678,4.4676,4.4675,4.4673,4.4672,4.4671,4.467,4.4668,4.4667,4.4666,4.4665,4.4664,4.4663,4.4661,4.466,4.4659,4.4658,4.4657,4.4656,4.4655,4.4653,4.4652,4.4651,4.465,4.4648,4.4647,4.4646,4.4644,4.4643,4.4642,4.464,4.4638,4.4637,4.4635,4.4633,4.4632,4.463,4.4628,4.4626,4.4624,4.4622,4.462,4.4617,4.4615,4.4612,4.461,4.4607,4.4605,4.4602,4.4599,4.4596,4.4593,4.459,4.4587,4.4583,4.458,4.4576,4.4572,4.4569,4.4565,4.4561,4.4557,4.4553,4.4549,4.4545,4.454,4.4536,4.4532,4.4528,4.4524,4.4519,4.4515,4.4511,4.4507,4.4503
11.63,4.9045,4.6813,4.5955,4.5558,4.5362,4.5237,4.5138,4.5047,4.4958,4.4872,4.4794,4.4728,4.4675,4.4634,4.46,4.4568,4.4539,4.4513,4.449,4.447,4.4454,4.4441,4.443,4.442,4.4412,4.4405,4.4399,4.4394,4.439,4.4386,4.4383,4.4381,4.4379,4.4377,4.4376,4.4376,4.4375,4.4376,4.4376,4.4377,4.4379,4.4381,4.4383,4.4387,4.439,4.4395,4.44,4.4407,4.4414,4.4421,4.443,4.4439,4.4449,4.446,4.4471,4.4482,4.4494,4.4507,4.4524,4.455,4.4589,4.4651,4.4734,4.4828,4.4922,4.5016,4.511,4.5209,4.5314,4.5425,4.5543,4.5669,4.5801,4.594,4.6087,4.6241,4.6403,4.6574,4.6754,4.6944,4.7144,4.7355,4.7578,4.7813,4.8061,4.8322,4.8597,4.8886,4.9189,4.9507,4.9839,5.0186,5.0547,5.0923,5.1312,5.1715,5.2131,5.2559,5.2998,5.3448,5.3909,5.4378,5.4856,5.5341,5.5832,5.6329,5.683,5.7335,5.7842,5.8351,5.8861,5.937,5.9879,6.0386,6.089,6.1391,6.1887,6.2378,6.2864,6.3343,6.3815,6.4279,6.4735,6.5181,6.5618,6.6043,6.6458,6.6861,6.7252,6.763,6.7995,6.8346,6.8683,6.9005,6.9312,6.9605,6.9882,7.0145,7.0392,7.0625,7.0844,7.1048,7.124,7.1418,7.1586,7.1742,7.1889,7.2028,7.216,7.2286,7.2408,7.2527,7.2644,7.2762,7.2881,7.3004,7.3131,7.3264,7.3405,7.3554,7.3712,7.3881,7.4061,7.4253,7.4457,7.4674,7.4905,7.5148,7.5405,7.5675,7.5957,7.6252,7.6558,7.6875,7.7202,7.754,7.7886,7.824,7.8602,7.8971,7.9346,7.9726,8.0111,8.0501,8.0894,8.129,8.169,8.2092,8.2496,8.2902,8.3309,8.3718,8.4128,8.4539,8.4952,8.5365,8.5779,8.6193,8.6609
15.557,4.9395,4.6386,4.565,4.528,4.506,4.4925,4.4843,4.4807,4.4823,4.4886,4.4965,4.5039,4.5097,4.5139,4.5168,4.5186,4.5196,4.52,4.5198,4.5193,4.5186,4.5178,4.5169,4.5161,4.5154,4.515,4.5148,4.515,4.5154,4.5163,4.5175,4.5192,4.5213,4.5239,4.527,4.5306,4.5348,4.5396,4.5449,4.5509,4.5575,4.5648,4.5728,4.5814,4.5908,4.6008,4.6116,4.623,4.6351,4.6479,4.6613,4.6752,4.6897,4.7047,4.7202,4.736,4.7522,4.7687,4.7854,4.8022,4.8192,4.8362,4.8532,4.8701,4.887,4.9037,4.9203,4.9367,4.9529,4.9688,4.9846,5.0001,5.0153,5.0303,5.0451,5.0597,5.0741,5.0883,5.1023,5.1161,5.1299,5.1435,5.1569,5.1704,5.1837,5.197,5.2102,5.2234,5.2367,5.2499,5.2631,5.2763,5.2896,5.3029,5.3162,5.3296,5.343,5.3564,5.3698,5.3833,5.3968,5.4103,5.4239,5.4374,5.4509,5.4644,5.4779,5.4913,5.5047,5.518,5.5313,5.5444,5.5575,5.5705,5.5833,5.5961,5.6087,5.6211,5.6335,5.6456,5.6576,5.6695,5.6811,5.6926,5.7039,5.7151,5.726,5.7368,5.7474,5.7578,5.7681,5.7782,5.7881,5.7979,5.8076,5.8171,5.8265,5.8359,5.8451,5.8542,5.8633,5.8724,5.8814,5.8905,5.8995,5.9086,5.9177,5.9269,5.9362,5.9457,5.9553,5.9651,5.975,5.9852,5.9957,6.0064,6.0175,6.0289,6.0407,6.0529,6.0655,6.0786,6.0922,6.1064,6.1211,6.1365,6.1525,6.1692,6.1867,6.2049,6.2239,6.2438,6.2646,6.2863,6.309,6.3328,6.3576,6.3836,6.4108,6.4391,6.4688,6.4998,6.5322,6.5659,6.6012,6.638,6.6763,6.7163,6.7579,6.8011,6.8462,6.8929,6.9415,6.9919,7.0442,7.0982,7.1542,7.212,7.2717
